2021-04-05 20:09:30,439 :: plutusLogger | INFO | Adding index: inflation_index
2021-04-05 20:09:30,508 :: plutusLogger | DEBUG | [STEP 29] New outstanding value of account rado_current_account is: 585043.09 
2021-04-05 20:09:30,508 :: plutusLogger | DEBUG | [STEP 29] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,508 :: plutusLogger | DEBUG | [STEP 29] New outstanding value of account rado_saving_account is: 750000.00 
2021-04-05 20:09:30,508 :: plutusLogger | DEBUG | [STEP 29] Real-estate price: 2234999.999999998
2021-04-05 20:09:30,508 :: plutusLogger | DEBUG | [STEP 29] Real-estate price: 175984.2519685038
2021-04-05 20:09:30,508 :: plutusLogger | INFO | [STEP 29] Portfolio value: 2410984.25
2021-04-05 20:09:30,509 :: plutusLogger | INFO | 
2021-04-05 20:09:30,509 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 30 <<<<<<<
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Account "rado_current_account" value: 585043.0915916641
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] cash from PRIMARY current account "rado_current_account": 585043.09
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Account "rado_saving_account" value: 750000.0
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Share "rado_O2_share" value: 58750.000000000044
2021-04-05 20:09:30,509 :: plutusLogger | INFO | [STEP 30] Dividend of 8812.500000000005 paid out by share "rado_O2_share"
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] cash from the dividends of share "rado_O2_share": 8812.50
2021-04-05 20:09:30,509 :: plutusLogger | INFO | [STEP 30] Total cash: 703855.59
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Expenditures from the current account: 0.00
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Expenditures from the current account: 0.00
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Interest payment: 93.80988701677869
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Principal payment: 4205.089074441658
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Outstanding amount: 51021.699249952246
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,509 :: plutusLogger | DEBUG | [STEP 30] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,509 :: plutusLogger | INFO | [STEP 30] Total expenditures: 62632.23
2021-04-05 20:09:30,510 :: plutusLogger | INFO | [STEP 30] Free cash: 641223.36
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 30] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 30] Amount deposited: 641223.3592968724 to account "rado_current_account"
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 30] Discount factor: 0.9635
2021-04-05 20:09:30,510 :: plutusLogger | INFO | [STEP 30] Discounted free cash: 617794.77
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 30] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 30] New outstanding value of account rado_current_account is: 616223.36 
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 30] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 30] New outstanding value of account rado_saving_account is: 775000.00 
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 30] Real-estate price: 2249999.9999999977
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 30] Real-estate price: 177165.3543307085
2021-04-05 20:09:30,510 :: plutusLogger | INFO | [STEP 30] Portfolio value: 2427165.35
2021-04-05 20:09:30,510 :: plutusLogger | INFO | 
2021-04-05 20:09:30,510 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 31 <<<<<<<
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Account "rado_current_account" value: 616223.3592968724
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] cash from PRIMARY current account "rado_current_account": 616223.36
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Account "rado_saving_account" value: 775000.0
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Share "rado_O2_share" value: 59041.666666666715
2021-04-05 20:09:30,510 :: plutusLogger | INFO | [STEP 31] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,510 :: plutusLogger | INFO | [STEP 31] Total cash: 726223.36
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Expenditures from the current account: 0.00
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,510 :: plutusLogger | DEBUG | [STEP 31] Expenditures from the current account: 0.00
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Interest payment: 86.66699598622026
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Principal payment: 4212.231965472217
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Outstanding amount: 46809.46728448003
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,511 :: plutusLogger | INFO | [STEP 31] Total expenditures: 62632.23
2021-04-05 20:09:30,511 :: plutusLogger | INFO | [STEP 31] Free cash: 663591.13
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Amount deposited: 663591.1270020807 to account "rado_current_account"
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Discount factor: 0.9623
2021-04-05 20:09:30,511 :: plutusLogger | INFO | [STEP 31] Discounted free cash: 638552.53
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] New outstanding value of account rado_current_account is: 638591.13 
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] New outstanding value of account rado_saving_account is: 800000.00 
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Real-estate price: 2264999.9999999977
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 31] Real-estate price: 178346.45669291323
2021-04-05 20:09:30,511 :: plutusLogger | INFO | [STEP 31] Portfolio value: 2443346.46
2021-04-05 20:09:30,511 :: plutusLogger | INFO | 
2021-04-05 20:09:30,511 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 32 <<<<<<<
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 32] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 32] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 32] Account "rado_current_account" value: 638591.1270020807
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 32] cash from PRIMARY current account "rado_current_account": 638591.13
2021-04-05 20:09:30,511 :: plutusLogger | DEBUG | [STEP 32] Account "rado_saving_account" value: 800000.0
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Share "rado_O2_share" value: 59333.33333333339
2021-04-05 20:09:30,512 :: plutusLogger | INFO | [STEP 32] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,512 :: plutusLogger | INFO | [STEP 32] Total cash: 748591.13
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Expenditures from the current account: 0.00
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Expenditures from the current account: 0.00
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Interest payment: 79.51197182569211
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Principal payment: 4219.386989632745
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Outstanding amount: 42590.080294847285
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,512 :: plutusLogger | INFO | [STEP 32] Total expenditures: 62632.23
2021-04-05 20:09:30,512 :: plutusLogger | INFO | [STEP 32] Free cash: 685958.89
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Amount deposited: 685958.894707289 to account "rado_current_account"
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Discount factor: 0.9611
2021-04-05 20:09:30,512 :: plutusLogger | INFO | [STEP 32] Discounted free cash: 659257.85
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] New outstanding value of account rado_current_account is: 660958.89 
2021-04-05 20:09:30,512 :: plutusLogger | DEBUG | [STEP 32] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 32] New outstanding value of account rado_saving_account is: 825000.00 
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 32] Real-estate price: 2279999.9999999977
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 32] Real-estate price: 179527.55905511795
2021-04-05 20:09:30,513 :: plutusLogger | INFO | [STEP 32] Portfolio value: 2459527.56
2021-04-05 20:09:30,513 :: plutusLogger | INFO | 
2021-04-05 20:09:30,513 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 33 <<<<<<<
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Account "rado_current_account" value: 660958.894707289
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] cash from PRIMARY current account "rado_current_account": 660958.89
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Account "rado_saving_account" value: 825000.0
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Share "rado_O2_share" value: 59625.00000000005
2021-04-05 20:09:30,513 :: plutusLogger | INFO | [STEP 33] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,513 :: plutusLogger | INFO | [STEP 33] Total cash: 770958.89
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Expenditures from the current account: 0.00
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Expenditures from the current account: 0.00
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Interest payment: 72.34479392549402
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Principal payment: 4226.554167532943
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Outstanding amount: 38363.52612731434
2021-04-05 20:09:30,513 :: plutusLogger | DEBUG | [STEP 33] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,514 :: plutusLogger | INFO | [STEP 33] Total expenditures: 62632.23
2021-04-05 20:09:30,514 :: plutusLogger | INFO | [STEP 33] Free cash: 708326.66
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] Amount deposited: 708326.6624124972 to account "rado_current_account"
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] Discount factor: 0.9599
2021-04-05 20:09:30,514 :: plutusLogger | INFO | [STEP 33] Discounted free cash: 679910.85
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] New outstanding value of account rado_current_account is: 683326.66 
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] New outstanding value of account rado_saving_account is: 850000.00 
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] Real-estate price: 2294999.9999999977
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 33] Real-estate price: 180708.66141732267
2021-04-05 20:09:30,514 :: plutusLogger | INFO | [STEP 33] Portfolio value: 2475708.66
2021-04-05 20:09:30,514 :: plutusLogger | INFO | 
2021-04-05 20:09:30,514 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 34 <<<<<<<
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] Account "rado_current_account" value: 683326.6624124972
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] cash from PRIMARY current account "rado_current_account": 683326.66
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] Account "rado_saving_account" value: 850000.0
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] Share "rado_O2_share" value: 59916.66666666672
2021-04-05 20:09:30,514 :: plutusLogger | INFO | [STEP 34] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,514 :: plutusLogger | INFO | [STEP 34] Total cash: 793326.66
2021-04-05 20:09:30,514 :: plutusLogger | DEBUG | [STEP 34] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Expenditures from the current account: 0.00
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Expenditures from the current account: 0.00
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Interest payment: 65.1654416409175
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Principal payment: 4233.73351981752
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Outstanding amount: 34129.79260749682
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,515 :: plutusLogger | INFO | [STEP 34] Total expenditures: 62632.23
2021-04-05 20:09:30,515 :: plutusLogger | INFO | [STEP 34] Free cash: 730694.43
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Amount deposited: 730694.4301177055 to account "rado_current_account"
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Discount factor: 0.9587
2021-04-05 20:09:30,515 :: plutusLogger | INFO | [STEP 34] Discounted free cash: 700511.62
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] New outstanding value of account rado_current_account is: 705694.43 
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] New outstanding value of account rado_saving_account is: 875000.00 
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Real-estate price: 2309999.9999999977
2021-04-05 20:09:30,515 :: plutusLogger | DEBUG | [STEP 34] Real-estate price: 181889.7637795274
2021-04-05 20:09:30,515 :: plutusLogger | INFO | [STEP 34] Portfolio value: 2491889.76
2021-04-05 20:09:30,515 :: plutusLogger | INFO | 
2021-04-05 20:09:30,515 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 35 <<<<<<<
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Cash-flow from employee agreement: 100000.00
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] cash from the employee contract "rado_employee_contract": 100000.00
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Account "rado_current_account" value: 705694.4301177055
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] cash from PRIMARY current account "rado_current_account": 705694.43
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Account "rado_saving_account" value: 875000.0
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Cash-flow from rental agreement (renter): 10000.00
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] cash from the rental agreement "rado_rent_from_inherited_flat": 10000.00
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Share "rado_O2_share" value: 60208.333333333394
2021-04-05 20:09:30,516 :: plutusLogger | INFO | [STEP 35] Not a dividend month for share "rado_O2_share"
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] cash from the dividends of share "rado_O2_share": 0.00
2021-04-05 20:09:30,516 :: plutusLogger | INFO | [STEP 35] Total cash: 815694.43
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Expenditures from consumption: 50000.00
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Account "rado_current_account" monthly cost: 0.0
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Expenditures from the current account: 0.00
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Account "rado_saving_account" monthly cost: 0.0
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Expenditures from the current account: 0.00
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Real-estate monthly costs: 5166.666666666667
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Expenditures from the real estate 5166.67
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG |  Derived number of monthly periods: 36.00
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG |  Derived monthly mortgage payment: 4298.90
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Interest payment: 57.97389429218638
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Principal payment: 4240.92506716625
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Outstanding amount: 29888.867540330568
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Expenditures from mortgage: 4298.90
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Real-estate monthly costs: 3166.6666666666665
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Expenditures from the real estate 3166.67
2021-04-05 20:09:30,516 :: plutusLogger | INFO | [STEP 35] Total expenditures: 62632.23
2021-04-05 20:09:30,516 :: plutusLogger | INFO | [STEP 35] Free cash: 753062.20
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] All funds withdrawn! from account rado_current_account
2021-04-05 20:09:30,516 :: plutusLogger | DEBUG | [STEP 35] Amount deposited: 753062.1978229138 to account "rado_current_account"
2021-04-05 20:09:30,517 :: plutusLogger | DEBUG | [STEP 35] Discount factor: 0.9575
2021-04-05 20:09:30,517 :: plutusLogger | INFO | [STEP 35] Discounted free cash: 721060.25
2021-04-05 20:09:30,517 :: plutusLogger | DEBUG | [STEP 35] Outstanding of account rado_current_account decreased by: 25000.00 
2021-04-05 20:09:30,517 :: plutusLogger | DEBUG | [STEP 35] New outstanding value of account rado_current_account is: 728062.20 
2021-04-05 20:09:30,517 :: plutusLogger | DEBUG | [STEP 35] Outstanding of account rado_saving_account increased by: 25000.00 
2021-04-05 20:09:30,517 :: plutusLogger | DEBUG | [STEP 35] New outstanding value of account rado_saving_account is: 900000.00 
2021-04-05 20:09:30,517 :: plutusLogger | DEBUG | [STEP 35] Real-estate price: 2324999.9999999977
2021-04-05 20:09:30,517 :: plutusLogger | DEBUG | [STEP 35] Real-estate price: 183070.8661417321
2021-04-05 20:09:30,517 :: plutusLogger | INFO | [STEP 35] Portfolio value: 2508070.87
2021-04-05 20:09:30,517 :: plutusLogger | INFO | 
2021-04-05 20:09:30,517 :: plutusLogger | INFO | >>>>>> Party Rado is living the step: 36 <<<<<<<
2021-04-05 20:09:30,517 :: plutusLogger | DEBUG | [STEP 36] Cash-flow from employee agreement: 100000.00
